timeStamp	dateFrac	cntDev	predDev
2016-06-01 05:00:00	736116.208333	4813	17199
2016-06-01 06:00:00	736116.25	9208	17499
2016-06-01 07:00:00	736116.291667	8877	16513
2016-06-01 08:00:00	736116.333333	11028	20020
2016-06-01 09:00:00	736116.375	14416	26685
2016-06-01 10:00:00	736116.416667	17725	28876
2016-06-01 11:00:00	736116.458333	16695	27890
2016-06-01 12:00:00	736116.5	12922	32492
2016-06-01 13:00:00	736116.541667	7684	41022
2016-06-01 14:00:00	736116.583333	15381	44995
2016-06-01 15:00:00	736116.625	18642	45814
2016-06-01 16:00:00	736116.666667	27715	43718
2016-06-01 17:00:00	736116.708333	25998	39647
2016-06-01 18:00:00	736116.75	23306	30176
2016-06-01 19:00:00	736116.791667	12220	19067
2016-06-01 20:00:00	736116.833333	9015	11926
2016-06-01 21:00:00	736116.875	8131	9890
2016-06-01 22:00:00	736116.916667	6303	6296
2016-06-01 23:00:00	736116.958333	2479	5135
2016-06-02 00:00:00	736117.0	2509	6240
2016-06-02 01:00:00	736117.041667	2285	6498
2016-06-02 02:00:00	736117.083333	1387	6276
2016-06-02 03:00:00	736117.125	1646	8661
2016-06-02 04:00:00	736117.166667	2875	12496
2016-06-02 05:00:00	736117.208333	3926	13969
2016-06-02 06:00:00	736117.25	9200	14519
2016-06-02 07:00:00	736117.291667	12931	16508
2016-06-02 08:00:00	736117.333333	41918	29085
2016-06-02 09:00:00	736117.375	48168	42239
2016-06-02 10:00:00	736117.416667	54789	45395
2016-06-02 11:00:00	736117.458333	46049	45745
2016-06-02 12:00:00	736117.5	51662	48094
2016-06-02 13:00:00	736117.541667	49760	52809
2016-06-02 14:00:00	736117.583333	44305	53708
2016-06-02 15:00:00	736117.625	32583	48144
2016-06-02 16:00:00	736117.666667	33084	44485
2016-06-02 17:00:00	736117.708333	33252	38409
2016-06-02 18:00:00	736117.75	29746	31292
2016-06-02 19:00:00	736117.791667	16986	21116
2016-06-02 20:00:00	736117.833333	8687	13631
2016-06-02 21:00:00	736117.875	5609	11374
2016-06-02 22:00:00	736117.916667	6201	11026
2016-06-02 23:00:00	736117.958333	6771	11560
2016-06-03 00:00:00	736118.0	5512	11489
2016-06-03 01:00:00	736118.041667	3172	9059
2016-06-03 02:00:00	736118.083333	1312	6280
2016-06-03 03:00:00	736118.125	1755	8863
2016-06-03 04:00:00	736118.166667	6432	14592
2016-06-03 05:00:00	736118.208333	10934	19145
2016-06-03 06:00:00	736118.25	44647	26892
2016-06-03 07:00:00	736118.291667	102064	35594
2016-06-03 08:00:00	736118.333333	158316	48487
2016-06-03 09:00:00	736118.375	209429	58266
2016-06-03 10:00:00	736118.416667	221173	63661
2016-06-03 11:00:00	736118.458333	201178	62707
2016-06-03 12:00:00	736118.5	140810	58797
2016-06-03 13:00:00	736118.541667	79743	51241
2016-06-03 14:00:00	736118.583333	9030	44526
2016-06-03 15:00:00	736118.625	26492	40246
2016-06-03 16:00:00	736118.666667	31391	37327
2016-06-03 17:00:00	736118.708333	35616	28071
2016-06-03 18:00:00	736118.75	26729	21565
2016-06-03 19:00:00	736118.791667	19499	16435
2016-06-03 20:00:00	736118.833333	9936	12252
2016-06-03 21:00:00	736118.875	2520	8946
2016-06-03 22:00:00	736118.916667	2483	6828
2016-06-03 23:00:00	736118.958333	1560	6604
2016-06-04 00:00:00	736119.0	1123	6963
2016-06-04 01:00:00	736119.041667	1166	6798
2016-06-04 02:00:00	736119.083333	943	6429
2016-06-04 03:00:00	736119.125	2723	10215
2016-06-04 04:00:00	736119.166667	6464	16246
2016-06-04 05:00:00	736119.208333	7140	19475
2016-06-04 06:00:00	736119.25	6904	21669
2016-06-04 07:00:00	736119.291667	9368	21403
2016-06-04 08:00:00	736119.333333	21504	22726
2016-06-04 09:00:00	736119.375	34034	26382
2016-06-04 10:00:00	736119.416667	44963	27923
2016-06-04 11:00:00	736119.458333	57502	33567
2016-06-04 12:00:00	736119.5	63622	37687
2016-06-04 13:00:00	736119.541667	56697	37346
2016-06-04 14:00:00	736119.583333	44455	34641
2016-06-04 15:00:00	736119.625	29468	31211
2016-06-04 16:00:00	736119.666667	32327	30080
2016-06-04 17:00:00	736119.708333	31307	25949
2016-06-04 18:00:00	736119.75	37365	21633
2016-06-04 19:00:00	736119.791667	45992	18538
2016-06-04 20:00:00	736119.833333	48486	17045
2016-06-04 21:00:00	736119.875	40101	14517
2016-06-04 22:00:00	736119.916667	24688	11414
2016-06-04 23:00:00	736119.958333	2952	7363
2016-06-05 00:00:00	736120.0	1672	5760
2016-06-05 01:00:00	736120.041667	1062	4682
2016-06-05 02:00:00	736120.083333	500	2478
2016-06-05 03:00:00	736120.125	2909	3618
2016-06-05 04:00:00	736120.166667	6429	7295
2016-06-05 05:00:00	736120.208333	7700	10397
2016-06-05 06:00:00	736120.25	7215	11230
2016-06-05 07:00:00	736120.291667	6344	13293
2016-06-05 08:00:00	736120.333333	5115	13525
2016-06-05 09:00:00	736120.375	6030	15084
2016-06-05 10:00:00	736120.416667	5666	13498
2016-06-05 11:00:00	736120.458333	5331	12014
2016-06-05 12:00:00	736120.5	4632	9961
2016-06-05 13:00:00	736120.541667	5133	9870
2016-06-05 14:00:00	736120.583333	8391	12822
2016-06-05 15:00:00	736120.625	9497	15453
2016-06-05 16:00:00	736120.666667	9627	16939
2016-06-05 17:00:00	736120.708333	7026	16140
2016-06-05 18:00:00	736120.75	6831	14851
2016-06-05 19:00:00	736120.791667	4892	12448
2016-06-05 20:00:00	736120.833333	5226	16399
2016-06-05 21:00:00	736120.875	2589	7145
2016-06-05 22:00:00	736120.916667	2236	5633
2016-06-05 23:00:00	736120.958333	915	4254
2016-06-06 00:00:00	736121.0	993	7299
2016-06-06 01:00:00	736121.041667	1145	7838
2016-06-06 02:00:00	736121.083333	1084	8781
2016-06-06 03:00:00	736121.125	5258	12911
2016-06-06 04:00:00	736121.166667	10290	17999
2016-06-06 05:00:00	736121.208333	12712	20413
2016-06-06 06:00:00	736121.25	14168	20484
2016-06-06 07:00:00	736121.291667	14697	25079
2016-06-06 08:00:00	736121.333333	14229	24998
2016-06-06 09:00:00	736121.375	12233	28211
2016-06-06 10:00:00	736121.416667	17610	27392
2016-06-06 11:00:00	736121.458333	20942	28186
2016-06-06 12:00:00	736121.5	23909	32651
2016-06-06 13:00:00	736121.541667	18320	35572
2016-06-06 14:00:00	736121.583333	12941	36387
2016-06-06 15:00:00	736121.625	7225	35311
2016-06-06 16:00:00	736121.666667	10677	33516
2016-06-06 17:00:00	736121.708333	11097	31206
2016-06-06 18:00:00	736121.75	17224	27979
2016-06-06 19:00:00	736121.791667	16418	22816
2016-06-06 20:00:00	736121.833333	16701	15072
2016-06-06 21:00:00	736121.875	10300	10677
2016-06-06 22:00:00	736121.916667	7841	9586
2016-06-06 23:00:00	736121.958333	6555	9692
2016-06-07 00:00:00	736122.0	3649	7033
2016-06-07 01:00:00	736122.041667	2220	6868
2016-06-07 02:00:00	736122.083333	1616	6534
2016-06-07 03:00:00	736122.125	4010	10185
2016-06-07 04:00:00	736122.166667	7563	15536
2016-06-07 05:00:00	736122.208333	7909	18201
2016-06-07 06:00:00	736122.25	11972	21011
2016-06-07 07:00:00	736122.291667	10966	27759
2016-06-07 08:00:00	736122.333333	10778	34631
2016-06-07 09:00:00	736122.375	4447	40321
2016-06-07 10:00:00	736122.416667	1394	43243
2016-06-07 11:00:00	736122.458333	787	46135
2016-06-07 12:00:00	736122.5	3069	51149
2016-06-07 13:00:00	736122.541667	8832	53779
2016-06-07 14:00:00	736122.583333	16756	56620
2016-06-07 15:00:00	736122.625	24204	59477
2016-06-07 16:00:00	736122.666667	30183	60910
2016-06-07 17:00:00	736122.708333	31527	57861
2016-06-07 18:00:00	736122.75	26959	46220
2016-06-07 19:00:00	736122.791667	20458	33200
2016-06-07 20:00:00	736122.833333	12327	18637
2016-06-07 21:00:00	736122.875	10843	11870
2016-06-07 22:00:00	736122.916667	5796	9023
2016-06-07 23:00:00	736122.958333	4229	7681
2016-06-08 00:00:00	736123.0	2459	7474
2016-06-08 01:00:00	736123.041667	2233	7257
2016-06-08 02:00:00	736123.083333	1522	6871
2016-06-08 03:00:00	736123.125	4558	10062
2016-06-08 04:00:00	736123.166667	8490	14637
2016-06-08 05:00:00	736123.208333	9395	17935
2016-06-08 06:00:00	736123.25	9431	18235
2016-06-08 07:00:00	736123.291667	17405	17250
2016-06-08 08:00:00	736123.333333	18670	20757
2016-06-08 09:00:00	736123.375	23124	27421
2016-06-08 10:00:00	736123.416667	18249	29613
2016-06-08 11:00:00	736123.458333	17717	28627
2016-06-08 12:00:00	736123.5	11445	33229
2016-06-08 13:00:00	736123.541667	30169	41759
2016-06-08 14:00:00	736123.583333	38065	45732
2016-06-08 15:00:00	736123.625	42056	46551
2016-06-08 16:00:00	736123.666667	35175	44455
2016-06-08 17:00:00	736123.708333	36535	40383
2016-06-08 18:00:00	736123.75	32340	30912
2016-06-08 19:00:00	736123.791667	27720	19804
2016-06-08 20:00:00	736123.833333	9671	12663
2016-06-08 21:00:00	736123.875	6296	10627
2016-06-08 22:00:00	736123.916667	2269	7032
2016-06-08 23:00:00	736123.958333	443	5871
2016-06-09 00:00:00	736124.0	1219	6977
2016-06-09 01:00:00	736124.041667	1920	7235
2016-06-09 02:00:00	736124.083333	2131	7013
2016-06-09 03:00:00	736124.125	4621	9397
2016-06-09 04:00:00	736124.166667	7331	13233
2016-06-09 05:00:00	736124.208333	8136	14705
2016-06-09 06:00:00	736124.25	6992	15256
2016-06-09 07:00:00	736124.291667	7873	17244
2016-06-09 08:00:00	736124.333333	9258	29822
2016-06-09 09:00:00	736124.375	18937	42976
2016-06-09 10:00:00	736124.416667	17830	46131
2016-06-09 11:00:00	736124.458333	19868	46481
2016-06-09 12:00:00	736124.5	29318	48831
2016-06-09 13:00:00	736124.541667	29203	53546
2016-06-09 14:00:00	736124.583333	28476	54445
2016-06-09 15:00:00	736124.625	14322	48880
2016-06-09 16:00:00	736124.666667	14868	45222
2016-06-09 17:00:00	736124.708333	12238	39145
2016-06-09 18:00:00	736124.75	12714	32028
2016-06-09 19:00:00	736124.791667	22944	21852
2016-06-09 20:00:00	736124.833333	28613	14368
2016-06-09 21:00:00	736124.875	31986	12111
2016-06-09 22:00:00	736124.916667	36309	11762
2016-06-09 23:00:00	736124.958333	37224	12297
2016-06-10 00:00:00	736125.0	32232	12225
2016-06-10 01:00:00	736125.041667	19096	9796
2016-06-10 02:00:00	736125.083333	2659	7016
2016-06-10 03:00:00	736125.125	4801	9599
2016-06-10 04:00:00	736125.166667	9403	15328
2016-06-10 05:00:00	736125.208333	13827	19881
2016-06-10 06:00:00	736125.25	20856	27629
2016-06-10 07:00:00	736125.291667	20602	36330
2016-06-10 08:00:00	736125.333333	18179	49224
2016-06-10 09:00:00	736125.375	8840	59003
2016-06-10 10:00:00	736125.416667	6592	64398
2016-06-10 11:00:00	736125.458333	17125	63444
2016-06-10 12:00:00	736125.5	17090	59533
2016-06-10 13:00:00	736125.541667	17472	51978
2016-06-10 14:00:00	736125.583333	6724	45263
2016-06-10 15:00:00	736125.625	21796	40982
2016-06-10 16:00:00	736125.666667	24824	38064
2016-06-10 17:00:00	736125.708333	31993	28808
2016-06-10 18:00:00	736125.75	27705	22301
2016-06-10 19:00:00	736125.791667	26320	17172
2016-06-10 20:00:00	736125.833333	18022	12988
2016-06-10 21:00:00	736125.875	12166	9683
2016-06-10 22:00:00	736125.916667	7067	7565
2016-06-10 23:00:00	736125.958333	3630	7340
2016-06-11 00:00:00	736126.0	2802	7700
2016-06-11 01:00:00	736126.041667	2301	7535
2016-06-11 02:00:00	736126.083333	1907	7165
2016-06-11 03:00:00	736126.125	5713	10952
2016-06-11 04:00:00	736126.166667	10393	16983
2016-06-11 05:00:00	736126.208333	11931	20211
2016-06-11 06:00:00	736126.25	10966	22405
2016-06-11 07:00:00	736126.291667	7939	22140
2016-06-11 08:00:00	736126.333333	6529	23462
2016-06-11 09:00:00	736126.375	10834	27119
2016-06-11 10:00:00	736126.416667	12619	28659
2016-06-11 11:00:00	736126.458333	15181	34303
2016-06-11 12:00:00	736126.5	17537	38424
2016-06-11 13:00:00	736126.541667	25797	38082
2016-06-11 14:00:00	736126.583333	30428	35377
2016-06-11 15:00:00	736126.625	27864	31947
2016-06-11 16:00:00	736126.666667	22160	30816
2016-06-11 17:00:00	736126.708333	12450	26685
2016-06-11 18:00:00	736126.75	12890	22370
2016-06-11 19:00:00	736126.791667	6539	19274
2016-06-11 20:00:00	736126.833333	7667	17781
2016-06-11 21:00:00	736126.875	6166	15254
2016-06-11 22:00:00	736126.916667	5279	12151
2016-06-11 23:00:00	736126.958333	691	8099
2016-06-12 00:00:00	736127.0	1173	6497
2016-06-12 01:00:00	736127.041667	1213	5419
2016-06-12 02:00:00	736127.083333	1156	3214
2016-06-12 03:00:00	736127.125	2574	4355
2016-06-12 04:00:00	736127.166667	6432	8032
2016-06-12 05:00:00	736127.208333	8278	11134
2016-06-12 06:00:00	736127.25	8636	11966
2016-06-12 07:00:00	736127.291667	9332	14030
2016-06-12 08:00:00	736127.333333	10363	14262
2016-06-12 09:00:00	736127.375	10072	15821
2016-06-12 10:00:00	736127.416667	7515	14234
2016-06-12 11:00:00	736127.458333	4787	12750
2016-06-12 12:00:00	736127.5	4758	10698
2016-06-12 13:00:00	736127.541667	5097	10606
2016-06-12 14:00:00	736127.583333	5683	13558
2016-06-12 15:00:00	736127.625	7022	16190
2016-06-12 16:00:00	736127.666667	9417	17675
2016-06-12 17:00:00	736127.708333	8560	16877
2016-06-12 18:00:00	736127.75	11164	15587
2016-06-12 19:00:00	736127.791667	9377	13184
2016-06-12 20:00:00	736127.833333	9389	17135
2016-06-12 21:00:00	736127.875	4168	7881
2016-06-12 22:00:00	736127.916667	3175	6369
2016-06-12 23:00:00	736127.958333	2369	4991
2016-06-13 00:00:00	736128.0	3354	8036
2016-06-13 01:00:00	736128.041667	4381	8574
2016-06-13 02:00:00	736128.083333	5185	9517
2016-06-13 03:00:00	736128.125	9302	13647
2016-06-13 04:00:00	736128.166667	15272	18735
2016-06-13 05:00:00	736128.208333	19222	21150
2016-06-13 06:00:00	736128.25	17499	21221
2016-06-13 07:00:00	736128.291667	12934	25816
2016-06-13 08:00:00	736128.333333	6933	25735
2016-06-13 09:00:00	736128.375	17139	28948
2016-06-13 10:00:00	736128.416667	17149	28129
2016-06-13 11:00:00	736128.458333	19270	28923
2016-06-13 12:00:00	736128.5	34094	33388
2016-06-13 13:00:00	736128.541667	43851	36309
2016-06-13 14:00:00	736128.583333	52679	37124
2016-06-13 15:00:00	736128.625	44507	36048
2016-06-13 16:00:00	736128.666667	39087	34253
2016-06-13 17:00:00	736128.708333	24004	31942
2016-06-13 18:00:00	736128.75	20523	28716
2016-06-13 19:00:00	736128.791667	12872	23553
2016-06-13 20:00:00	736128.833333	14089	15809
2016-06-13 21:00:00	736128.875	12489	11414
2016-06-13 22:00:00	736128.916667	11111	10322
2016-06-13 23:00:00	736128.958333	10854	10429
2016-06-14 00:00:00	736129.0	9058	7770
2016-06-14 01:00:00	736129.041667	7144	7605
2016-06-14 02:00:00	736129.083333	5053	7270
2016-06-14 03:00:00	736129.125	6540	10922
2016-06-14 04:00:00	736129.166667	9673	16272
2016-06-14 05:00:00	736129.208333	10260	18938
2016-06-14 06:00:00	736129.25	8572	21748
2016-06-14 07:00:00	736129.291667	9351	28495
2016-06-14 08:00:00	736129.333333	8448	35368
2016-06-14 09:00:00	736129.375	8611	41057
2016-06-14 10:00:00	736129.416667	4742	43979
2016-06-14 11:00:00	736129.458333	8118	46872
2016-06-14 12:00:00	736129.5	31559	51885
2016-06-14 13:00:00	736129.541667	51267	54516
2016-06-14 14:00:00	736129.583333	66862	57356
2016-06-14 15:00:00	736129.625	64631	60214
2016-06-14 16:00:00	736129.666667	50572	61647
2016-06-14 17:00:00	736129.708333	26037	58598
2016-06-14 18:00:00	736129.75	8615	46957
2016-06-14 19:00:00	736129.791667	9013	33936
2016-06-14 20:00:00	736129.833333	11687	19373
2016-06-14 21:00:00	736129.875	10822	12607
2016-06-14 22:00:00	736129.916667	10141	9759
2016-06-14 23:00:00	736129.958333	7660	8418
2016-06-15 00:00:00	736130.0	7479	8211
2016-06-15 01:00:00	736130.041667	7013	7994
2016-06-15 02:00:00	736130.083333	6929	7608
2016-06-15 03:00:00	736130.125	9864	10799
2016-06-15 04:00:00	736130.166667	14162	15374
2016-06-15 05:00:00	736130.208333	18480	18672
2016-06-15 06:00:00	736130.25	17988	18972
2016-06-15 07:00:00	736130.291667	14352	17987
2016-06-15 08:00:00	736130.333333	7229	21493
2016-06-15 09:00:00	736130.375	5801	28158
2016-06-15 10:00:00	736130.416667	5689	30350
2016-06-15 11:00:00	736130.458333	5398	29364
2016-06-15 12:00:00	736130.5	7583	33965
2016-06-15 13:00:00	736130.541667	13120	42495
2016-06-15 14:00:00	736130.583333	13348	46468
2016-06-15 15:00:00	736130.625	27108	47287
2016-06-15 16:00:00	736130.666667	29549	45191
2016-06-15 17:00:00	736130.708333	31319	41120
2016-06-15 18:00:00	736130.75	21352	31649
2016-06-15 19:00:00	736130.791667	18731	20540
2016-06-15 20:00:00	736130.833333	19020	13400
2016-06-15 21:00:00	736130.875	17017	11364
2016-06-15 22:00:00	736130.916667	12673	7769
2016-06-15 23:00:00	736130.958333	7063	6608
2016-06-16 00:00:00	736131.0	7317	7714
2016-06-16 01:00:00	736131.041667	7229	7971
2016-06-16 02:00:00	736131.083333	7495	7749
2016-06-16 03:00:00	736131.125	9374	10134
2016-06-16 04:00:00	736131.166667	12705	13969
2016-06-16 05:00:00	736131.208333	15154	15442
2016-06-16 06:00:00	736131.25	16101	15992
2016-06-16 07:00:00	736131.291667	18036	17981
2016-06-16 08:00:00	736131.333333	18208	30558
2016-06-16 09:00:00	736131.375	16867	43712
2016-06-16 10:00:00	736131.416667	11398	46868
2016-06-16 11:00:00	736131.458333	9186	47218
2016-06-16 12:00:00	736131.5	16218	49567
2016-06-16 13:00:00	736131.541667	16784	54282
2016-06-16 14:00:00	736131.583333	16840	55181
2016-06-16 15:00:00	736131.625	9714	49617
2016-06-16 16:00:00	736131.666667	15659	45959
2016-06-16 17:00:00	736131.708333	15994	39882
2016-06-16 18:00:00	736131.75	17402	32765
2016-06-16 19:00:00	736131.791667	13017	22589
2016-06-16 20:00:00	736131.833333	12167	15104
2016-06-16 21:00:00	736131.875	10273	12848
2016-06-16 22:00:00	736131.916667	10812	12499
2016-06-16 23:00:00	736131.958333	10852	13033
2016-06-17 00:00:00	736132.0	10050	12962
2016-06-17 01:00:00	736132.041667	8019	10532
2016-06-17 02:00:00	736132.083333	6573	7753
2016-06-17 03:00:00	736132.125	9023	10336
2016-06-17 04:00:00	736132.166667	13651	16065
2016-06-17 05:00:00	736132.208333	17573	20618
2016-06-17 06:00:00	736132.25	19216	28365
2016-06-17 07:00:00	736132.291667	19264	37067
2016-06-17 08:00:00	736132.333333	18375	49960
2016-06-17 09:00:00	736132.375	15146	59739
2016-06-17 10:00:00	736132.416667	14046	65134
2016-06-17 11:00:00	736132.458333	13999	64181
2016-06-17 12:00:00	736132.5	14002	60270
2016-06-17 13:00:00	736132.541667	28875	52714
2016-06-17 14:00:00	736132.583333	53959	45999
2016-06-17 15:00:00	736132.625	53995	41719
2016-06-17 16:00:00	736132.666667	47088	38800
2016-06-17 17:00:00	736132.708333	8635	29544
2016-06-17 18:00:00	736132.75	11375	23038
2016-06-17 19:00:00	736132.791667	10305	17908
2016-06-17 20:00:00	736132.833333	8565	13725
2016-06-17 21:00:00	736132.875	4105	10419
2016-06-17 22:00:00	736132.916667	3434	8301
2016-06-17 23:00:00	736132.958333	2906	8077
2016-06-18 00:00:00	736133.0	4587	8436
2016-06-18 01:00:00	736133.041667	5576	8271
2016-06-18 02:00:00	736133.083333	6112	7902
2016-06-18 03:00:00	736133.125	9244	11688
2016-06-18 04:00:00	736133.166667	13938	17719
2016-06-18 05:00:00	736133.208333	15881	20948
2016-06-18 06:00:00	736133.25	13855	23142
2016-06-18 07:00:00	736133.291667	8785	22876
2016-06-18 08:00:00	736133.333333	2909	24199
2016-06-18 09:00:00	736133.375	13001	27855
2016-06-18 10:00:00	736133.416667	16983	29396
2016-06-18 11:00:00	736133.458333	25553	35040
2016-06-18 12:00:00	736133.5	34263	39160
2016-06-18 13:00:00	736133.541667	42589	38819
2016-06-18 14:00:00	736133.583333	47152	36114
2016-06-18 15:00:00	736133.625	45534	32684
2016-06-18 16:00:00	736133.666667	36739	31553
2016-06-18 17:00:00	736133.708333	24370	27422
2016-06-18 18:00:00	736133.75	8107	23106
2016-06-18 19:00:00	736133.791667	5610	20011
2016-06-18 20:00:00	736133.833333	7879	18518
2016-06-18 21:00:00	736133.875	7485	15990
2016-06-18 22:00:00	736133.916667	7212	12887
2016-06-18 23:00:00	736133.958333	3205	8836
2016-06-19 00:00:00	736134.0	4166	7233
2016-06-19 01:00:00	736134.041667	4317	6156
2016-06-19 02:00:00	736134.083333	3747	3951
2016-06-19 03:00:00	736134.125	3435	5091
2016-06-19 04:00:00	736134.166667	5807	8768
2016-06-19 05:00:00	736134.208333	6556	11870
2016-06-19 06:00:00	736134.25	6415	12703
2016-06-19 07:00:00	736134.291667	16905	14766
2016-06-19 08:00:00	736134.333333	17904	14998
2016-06-19 09:00:00	736134.375	17817	16557
2016-06-19 10:00:00	736134.416667	6900	14971
2016-06-19 11:00:00	736134.458333	9470	13487
2016-06-19 12:00:00	736134.5	11883	11434
2016-06-19 13:00:00	736134.541667	14389	11343
2016-06-19 14:00:00	736134.583333	13297	14295
2016-06-19 15:00:00	736134.625	13993	16927
2016-06-19 16:00:00	736134.666667	15076	18412
2016-06-19 17:00:00	736134.708333	14797	17613
2016-06-19 18:00:00	736134.75	20043	16324
2016-06-19 19:00:00	736134.791667	19479	13921
2016-06-19 20:00:00	736134.833333	19304	17872
2016-06-19 21:00:00	736134.875	13923	8618
2016-06-19 22:00:00	736134.916667	12463	7106
2016-06-19 23:00:00	736134.958333	11063	5727
2016-06-20 00:00:00	736135.0	8017	8772
2016-06-20 01:00:00	736135.041667	7089	9311
2016-06-20 02:00:00	736135.083333	8201	10254
2016-06-20 03:00:00	736135.125	12474	14384
2016-06-20 04:00:00	736135.166667	17183	19472
2016-06-20 05:00:00	736135.208333	17079	21886
2016-06-20 06:00:00	736135.25	17090	21957
2016-06-20 07:00:00	736135.291667	27082	26553
2016-06-20 08:00:00	736135.333333	29215	26471
2016-06-20 09:00:00	736135.375	44021	29684
2016-06-20 10:00:00	736135.416667	46794	28865
2016-06-20 11:00:00	736135.458333	58221	29660
2016-06-20 12:00:00	736135.5	76193	34124
2016-06-20 13:00:00	736135.541667	84641	37045
2016-06-20 14:00:00	736135.583333	86847	37860
2016-06-20 15:00:00	736135.625	72417	36784
2016-06-20 16:00:00	736135.666667	61682	34989
2016-06-20 17:00:00	736135.708333	50362	32679
2016-06-20 18:00:00	736135.75	35165	29453
2016-06-20 19:00:00	736135.791667	21482	24290
2016-06-20 20:00:00	736135.833333	3319	16545
2016-06-20 21:00:00	736135.875	5720	12150
2016-06-20 22:00:00	736135.916667	8157	11059
2016-06-20 23:00:00	736135.958333	9767	11165
2016-06-21 00:00:00	736136.0	9704	8506
2016-06-21 01:00:00	736136.041667	9159	8341
2016-06-21 02:00:00	736136.083333	8516	8007
2016-06-21 03:00:00	736136.125	10917	11658
2016-06-21 04:00:00	736136.166667	15400	17009
2016-06-21 05:00:00	736136.208333	15567	19674
2016-06-21 06:00:00	736136.25	13773	22484
2016-06-21 07:00:00	736136.291667	27391	29232
2016-06-21 08:00:00	736136.333333	52869	36105
2016-06-21 09:00:00	736136.375	87513	41794
2016-06-21 10:00:00	736136.416667	100365	44716
2016-06-21 11:00:00	736136.458333	110122	47608
2016-06-21 12:00:00	736136.5	108682	52622
2016-06-21 13:00:00	736136.541667	114133	55253
2016-06-21 14:00:00	736136.583333	115737	58093
2016-06-21 15:00:00	736136.625	118237	60951
2016-06-21 16:00:00	736136.666667	117526	62384
2016-06-21 17:00:00	736136.708333	102724	59334
2016-06-21 18:00:00	736136.75	73667	47693
2016-06-21 19:00:00	736136.791667	36743	34673
2016-06-21 20:00:00	736136.833333	13447	20110
2016-06-21 21:00:00	736136.875	12663	13344
2016-06-21 22:00:00	736136.916667	9294	10496
2016-06-21 23:00:00	736136.958333	6494	9155
2016-06-22 00:00:00	736137.0	8077	8947
2016-06-22 01:00:00	736137.041667	9560	8730
2016-06-22 02:00:00	736137.083333	10901	8344
2016-06-22 03:00:00	736137.125	14150	11536
2016-06-22 04:00:00	736137.166667	18762	16111
2016-06-22 05:00:00	736137.208333	22178	19408
2016-06-22 06:00:00	736137.25	25393	19708
2016-06-22 07:00:00	736137.291667	21354	18723
2016-06-22 08:00:00	736137.333333	31781	22230
2016-06-22 09:00:00	736137.375	44121	28894
2016-06-22 10:00:00	736137.416667	49980	31086
2016-06-22 11:00:00	736137.458333	46175	30100
2016-06-22 12:00:00	736137.5	61187	34702
2016-06-22 13:00:00	736137.541667	90475	43232
2016-06-22 14:00:00	736137.583333	99524	47205
2016-06-22 15:00:00	736137.625	97412	48024
2016-06-22 16:00:00	736137.666667	81276	45928
2016-06-22 17:00:00	736137.708333	70029	41856
2016-06-22 18:00:00	736137.75	50087	32385
2016-06-22 19:00:00	736137.791667	20755	21277
2016-06-22 20:00:00	736137.833333	7134	14136
2016-06-22 21:00:00	736137.875	6972	12100
2016-06-22 22:00:00	736137.916667	4848	8505
2016-06-22 23:00:00	736137.958333	5309	7344
2016-06-23 00:00:00	736138.0	7470	8450
2016-06-23 01:00:00	736138.041667	8796	8708
2016-06-23 02:00:00	736138.083333	10018	8486
2016-06-23 03:00:00	736138.125	11699	10870
2016-06-23 04:00:00	736138.166667	15163	14706
2016-06-23 05:00:00	736138.208333	15294	16178
2016-06-23 06:00:00	736138.25	13503	16729
2016-06-23 07:00:00	736138.291667	11170	18717
2016-06-23 08:00:00	736138.333333	36507	31295
2016-06-23 09:00:00	736138.375	65522	44449
2016-06-23 10:00:00	736138.416667	79572	47605
2016-06-23 11:00:00	736138.458333	79262	47955
2016-06-23 12:00:00	736138.5	74461	50304
2016-06-23 13:00:00	736138.541667	78025	55019
2016-06-23 14:00:00	736138.583333	87032	55918
2016-06-23 15:00:00	736138.625	85031	50354
2016-06-23 16:00:00	736138.666667	84084	46695
2016-06-23 17:00:00	736138.708333	68598	40618
2016-06-23 18:00:00	736138.75	53153	33502
2016-06-23 19:00:00	736138.791667	20944	23326
2016-06-23 20:00:00	736138.833333	13516	15841
2016-06-23 21:00:00	736138.875	14817	13584
2016-06-23 22:00:00	736138.916667	13618	13235
2016-06-23 23:00:00	736138.958333	13760	13770
2016-06-24 00:00:00	736139.0	13204	13698
2016-06-24 01:00:00	736139.041667	12164	11269
2016-06-24 02:00:00	736139.083333	10698	8489
2016-06-24 03:00:00	736139.125	13372	11073
2016-06-24 04:00:00	736139.166667	18184	16801
2016-06-24 05:00:00	736139.208333	21041	21354
2016-06-24 06:00:00	736139.25	18600	29102
2016-06-24 07:00:00	736139.291667	23081	37803
2016-06-24 08:00:00	736139.333333	66924	50697
2016-06-24 09:00:00	736139.375	105656	60476
2016-06-24 10:00:00	736139.416667	124689	65871
2016-06-24 11:00:00	736139.458333	116957	64917
2016-06-24 12:00:00	736139.5	104229	61006
2016-06-24 13:00:00	736139.541667	91085	53451
2016-06-24 14:00:00	736139.583333	95189	46736
2016-06-24 15:00:00	736139.625	82617	42456
2016-06-24 16:00:00	736139.666667	72069	39537
2016-06-24 17:00:00	736139.708333	47925	30281
2016-06-24 18:00:00	736139.75	28133	23774
2016-06-24 19:00:00	736139.791667	18655	18645
