timeStamp	dateFrac	isHoliday	isSunday	cnt	predSimple	predTrig	predHourDay	predHourWeek	predHS	cntMA	predMA	devMA	predDev	alertVal	diffMA
2016-05-18 17:00:00	736102.708333	0	0	357205	197563	315994	317132	347572	354280	408600	427282	30069	38174	0	0
2016-05-18 18:00:00	736102.75	0	0	173210	197584	255283	166824	148936	150769	311071	314285	29476	28702	0	0
2016-05-18 19:00:00	736102.791667	0	0	127255	197606	194999	134134	104964	105718	219223	203589	22090	17594	0	0
2016-05-18 20:00:00	736102.833333	0	0	63309	197627	139251	98907	61626	61316	121258	105934	22038	10453	0	0
2016-05-18 21:00:00	736102.875	0	0	40717	197649	91840	80220	39242	38383	77093	68472	15382	8417	0	0
2016-05-18 22:00:00	736102.916667	0	0	21608	197671	55998	63354	19171	17819	41878	39172	3447	4822	0	0
2016-05-18 23:00:00	736102.958333	0	0	11677	197692	34170	51036	5675	3992	24667	20064	6279	3662	0	0
2016-05-19 00:00:00	736103.0	0	0	10088	197714	6715	38530	3936	2210	14457	8007	8230	4767	0	0
2016-05-19 01:00:00	736103.041667	0	0	5264	197735	16325	32657	-1187	0	9009	2067	8626	5025	0	0
2016-05-19 02:00:00	736103.083333	0	0	5821	197757	41216	32182	-953	0	7057	736	7863	4803	0	0
2016-05-19 03:00:00	736103.125	0	0	23018	197779	79694	38395	4415	2701	11367	900	15400	7187	0	0
2016-05-19 04:00:00	736103.166667	0	0	43653	197800	129138	52616	20007	18676	24164	7125	23135	11023	0	0
2016-05-19 05:00:00	736103.208333	0	0	66195	197822	186181	84634	59262	58894	44288	26757	23344	12496	0	0
2016-05-19 06:00:00	736103.25	0	0	221915	197843	246936	214375	215071	218527	110587	98699	18555	13046	0	0
2016-05-19 07:00:00	736103.291667	0	0	383867	197865	307264	350570	376469	383887	223992	220436	5691	15035	0	0
2016-05-19 08:00:00	736103.333333	0	0	451268	197886	363056	431112	464190	473761	352350	358725	16084	27612	0	0
2016-05-19 09:00:00	736103.375	0	0	489976	197908	410511	479526	518092	528986	441703	462211	31841	40766	0	0
2016-05-19 10:00:00	736103.416667	0	0	442065	197930	446397	435559	469360	479057	461103	493934	41207	43922	0	0
2016-05-19 11:00:00	736103.458333	0	0	432587	197951	468270	425958	461361	470862	454876	492968	46664	44272	0	0
2016-05-19 12:00:00	736103.5	0	0	412016	197973	474639	428327	453680	462993	428889	470970	52115	46621	0	0
2016-05-19 13:00:00	736103.541667	0	0	380805	197994	465074	415238	438568	447510	408469	460455	65242	51336	0	0
2016-05-19 14:00:00	736103.583333	0	0	431907	198016	440227	429246	466413	476038	408242	462180	67066	52235	0	0
2016-05-19 15:00:00	736103.625	0	0	444889	198038	401793	422601	459889	469354	419200	464300	59142	46671	0	0
2016-05-19 16:00:00	736103.666667	0	0	387016	198059	352393	374687	410969	419233	421270	454875	42332	43012	0	0
2016-05-19 17:00:00	736103.708333	0	0	307737	198081	295395	311773	331082	337386	379880	408657	35465	36935	0	0
2016-05-19 18:00:00	736103.75	0	0	140061	198102	234684	161465	143453	145151	278271	300590	31168	29819	0	0
2016-05-19 19:00:00	736103.791667	0	0	102706	198124	174400	128775	103376	104091	183501	195542	21294	19643	0	0
2016-05-19 20:00:00	736103.833333	0	0	62133	198146	118652	93548	62452	62162	101633	103801	3730	12158	0	0
2016-05-19 21:00:00	736103.875	0	0	41859	198167	71241	74861	41519	40716	68899	68989	1269	9901	0	0
2016-05-19 22:00:00	736103.916667	0	0	24226	198189	35399	57995	25059	23852	42739	42243	850	9553	0	0
2016-05-19 23:00:00	736103.958333	0	0	12037	198210	13571	45677	10965	9412	26040	24660	2041	10087	0	0
2016-05-20 00:00:00	736104.0	0	0	10166	198232	-46214	25662	3999	2275	15476	11846	5886	10016	0	0
2016-05-20 01:00:00	736104.041667	0	0	5632	198254	-36604	19788	-1424	0	9278	3895	7102	7586	0	0
2016-05-20 02:00:00	736104.083333	0	0	6512	198275	-11713	19314	-1414	0	7436	758	8258	4806	0	0
2016-05-20 03:00:00	736104.125	0	0	19614	198297	26764	25526	4363	2648	10586	882	13453	7390	0	0
2016-05-20 04:00:00	736104.166667	0	0	43091	198318	76208	39747	21124	19820	23072	7489	20878	13118	0	0
2016-05-20 05:00:00	736104.208333	0	0	81340	198340	133251	71765	63309	63040	48015	28502	24127	17671	0	0
2016-05-20 06:00:00	736104.25	0	0	254934	198361	194006	201506	214062	217493	126455	100117	33750	25419	0	0
2016-05-20 07:00:00	736104.291667	0	0	379044	198383	254334	337701	363197	370289	238439	216940	30111	34120	0	0
2016-05-20 08:00:00	736104.333333	0	0	452685	198405	310126	418243	441176	450182	362221	345988	27246	47014	0	0
2016-05-20 09:00:00	736104.375	0	0	489703	198426	357581	466657	480640	490614	440477	437028	6470	56793	0	0
2016-05-20 10:00:00	736104.416667	0	0	427170	198448	393467	422690	428824	437527	456519	459441	7561	62188	0	0
2016-05-20 11:00:00	736104.458333	0	0	405800	198469	415340	413090	430245	438982	440891	455707	24588	61234	0	0
2016-05-20 12:00:00	736104.5	0	0	416552	198491	421710	415458	462344	471869	416507	449459	46196	57323	0	0
2016-05-20 13:00:00	736104.541667	0	0	401968	198513	412144	402369	436385	445273	408106	452041	54937	49768	0	0
2016-05-20 14:00:00	736104.583333	0	0	430150	198534	387297	416377	453126	462425	416223	459855	54667	43053	0	0
2016-05-20 15:00:00	736104.625	0	0	409546	198556	348863	409732	434506	443348	413888	450348	45053	38773	0	0
2016-05-20 16:00:00	736104.666667	0	0	355449	198577	299463	361818	369319	376561	398381	427444	36262	35854	0	0
2016-05-20 17:00:00	736104.708333	0	0	301292	198599	242465	298904	301630	307211	355429	375706	28489	26598	0	0
2016-05-20 18:00:00	736104.75	0	0	132064	198621	181754	148596	127769	129082	262935	270951	15646	20092	0	0
2016-05-20 19:00:00	736104.791667	0	0	79132	198642	121470	115906	82583	82787	170829	173026	5351	14962	0	0
2016-05-20 20:00:00	736104.833333	0	0	52960	198664	65722	80679	49209	48594	88052	86821	4544	10779	0	0
2016-05-20 21:00:00	736104.875	0	0	39205	198685	18311	61992	34949	33984	57099	55121	5462	7473	0	0
2016-05-20 22:00:00	736104.916667	0	0	24628	198707	-17530	45126	20283	18958	38931	33845	6263	5355	0	0
2016-05-20 23:00:00	736104.958333	0	0	13363	198729	-39358	32808	8390	6773	25732	19905	7170	5131	0	0
2016-05-21 00:00:00	736105.0	0	0	11797	198750	-91218	-31725	5052	3353	16596	9694	8569	5490	0	0
2016-05-21 01:00:00	736105.041667	0	0	5985	198772	-81609	-37599	-1114	0	10381	3375	8676	5325	0	0
2016-05-21 02:00:00	736105.083333	0	0	5366	198793	-56718	-38073	-1775	0	7716	1117	8243	4956	0	0
2016-05-21 03:00:00	736105.125	0	0	21799	198815	-18240	-31860	4095	2373	11050	791	14865	8742	0	0
2016-05-21 04:00:00	736105.166667	0	0	38391	198836	31204	-17639	14968	13513	21852	5295	22639	14773	0	0
2016-05-21 05:00:00	736105.208333	0	0	50707	198858	88246	14378	34491	33515	36965	16467	25415	18002	0	0
2016-05-21 06:00:00	736105.25	0	0	165711	198880	149001	144119	144010	145722	84936	64250	25632	20196	0	0
2016-05-21 07:00:00	736105.291667	0	0	265168	198901	209329	280314	254087	258501	160528	145912	19229	19930	0	0
2016-05-21 08:00:00	736105.333333	0	0	343728	198923	265122	360856	338338	344820	258202	249681	14919	21252	0	0
2016-05-21 09:00:00	736105.375	0	0	384724	198944	312577	409269	388240	395946	331206	333089	9262	24909	0	0
2016-05-21 10:00:00	736105.416667	0	0	356157	198966	348463	365303	355946	362860	361536	367875	9275	26450	0	0
2016-05-21 11:00:00	736105.458333	0	0	314119	198988	370335	355702	334864	341260	351666	366688	21301	32093	0	0
2016-05-21 12:00:00	736105.5	0	0	285997	199009	376705	358071	329975	336251	318757	346790	40663	36214	0	0
2016-05-21 13:00:00	736105.541667	0	0	298207	199031	367140	344982	320833	326885	299441	334798	45191	35873	0	0
2016-05-21 14:00:00	736105.583333	0	0	281600	199052	342293	358990	316391	322334	288601	328490	50035	33167	0	0
2016-05-21 15:00:00	736105.625	0	0	284042	199074	303859	352345	303491	309117	287949	319445	39436	29737	0	0
2016-05-21 16:00:00	736105.666667	0	0	240888	199096	254459	304430	258943	263476	268843	298309	37404	28606	0	0
2016-05-21 17:00:00	736105.708333	0	0	181631	199117	197460	241517	201082	204195	235520	258929	28706	24476	0	0
2016-05-21 18:00:00	736105.75	0	0	73356	199139	136750	91209	87810	88143	165291	185271	24879	20160	0	0
2016-05-21 19:00:00	736105.791667	0	0	58567	199160	76465	58519	64839	64608	104518	118982	19548	17065	0	0
2016-05-21 20:00:00	736105.833333	0	0	43122	199182	20717	23292	42841	42070	58348	64940	11319	15571	0	0
2016-05-21 21:00:00	736105.875	0	0	38023	199204	-26693	4605	28041	26907	46570	44528	8976	13044	0	0
2016-05-21 22:00:00	736105.916667	0	0	23836	199225	-62534	-12260	17797	16411	34993	28462	9481	9941	0	0
2016-05-21 23:00:00	736105.958333	0	0	13611	199247	-84363	-24579	8055	6430	25156	16582	10729	5890	0	0
2016-05-22 00:00:00	736106.0	0	1	11616	199268	-94009	-137378	5731	14529	16354	12456	7588	4287	0	0
2016-05-22 01:00:00	736106.041667	0	1	5813	199290	-84400	-143252	-772	8025	10346	9661	5698	3209	0	0
2016-05-22 02:00:00	736106.083333	0	1	5097	199311	-59509	-143726	-1720	7077	7508	9877	2940	1005	0	0
2016-05-22 03:00:00	736106.125	0	1	9780	199333	-21031	-137513	2215	11013	6896	8705	2273	2145	0	0
2016-05-22 04:00:00	736106.166667	0	1	25506	199355	28413	-123293	11020	19818	13461	12636	4347	5822	0	0
2016-05-22 05:00:00	736106.208333	0	1	49189	199376	85455	-91274	21496	30294	28158	20375	13980	8924	0	0
2016-05-22 06:00:00	736106.25	0	1	55646	199398	146210	38465	39899	48697	43447	32936	14792	9757	0	0
2016-05-22 07:00:00	736106.291667	0	1	93569	199419	206539	174660	77356	86154	66134	55048	15170	11820	0	0
2016-05-22 08:00:00	736106.333333	0	1	99418	199441	262331	255203	83311	92109	82877	75653	8851	12052	0	0
2016-05-22 09:00:00	736106.375	0	1	113680	199463	309786	303616	87291	96089	102222	91450	14454	13611	0	0
2016-05-22 10:00:00	736106.416667	0	1	102150	199484	345672	259649	79876	88674	105082	92290	16499	12025	0	0
2016-05-22 11:00:00	736106.458333	0	1	75625	199506	367544	250049	68448	77246	97151	87336	15711	10541	0	0
2016-05-22 12:00:00	736106.5	0	1	78797	199527	373914	252418	68984	77782	85524	81234	9624	8488	0	0
2016-05-22 13:00:00	736106.541667	0	1	83810	199549	364349	239328	73159	81957	79410	78995	1883	8397	0	0
2016-05-22 14:00:00	736106.583333	0	1	83964	199571	339502	253337	75115	83913	82190	81217	1494	11348	0	0
2016-05-22 15:00:00	736106.625	0	1	90131	199592	301068	246692	85312	94110	85968	86660	3103	13980	0	0
2016-05-22 16:00:00	736106.666667	0	1	95472	199614	251668	198777	90955	99753	89855	92592	4132	15465	0	0
2016-05-22 17:00:00	736106.708333	0	1	90196	199635	194669	135864	84723	93521	91933	95794	4754	14667	0	0
2016-05-22 18:00:00	736106.75	0	1	86516	199657	133959	-14443	74287	80885	90728	91386	5526	13377	0	0
2016-05-22 19:00:00	736106.791667	0	1	76152	199678	73674	-47133	69926	76524	84288	83643	4631	10974	0	0
2016-05-22 20:00:00	736106.833333	0	1	53386	199700	17926	-82361	49111	55709	72018	71039	4315	14926	0	0
2016-05-22 21:00:00	736106.875	0	1	37648	199722	-29484	-101047	34745	41344	55728	57859	3097	5672	0	0
2016-05-22 22:00:00	736106.916667	0	1	23797	199743	-65325	-117914	20466	27064	38277	41372	3855	4160	0	0
2016-05-22 23:00:00	736106.958333	0	1	13246	199765	-87154	-130232	8358	14957	24897	27788	3691	2781	0	0
2016-05-23 00:00:00	736107.0	0	0	10698	199786	-52086	59136	6315	4647	15913	15556	5010	5826	0	0
2016-05-23 01:00:00	736107.041667	0	0	5564	199808	-42476	53262	1021	0	9836	6534	5937	6365	0	0
2016-05-23 02:00:00	736107.083333	0	0	5397	199830	-17585	52788	130	0	7219	1549	6953	7307	0	0
2016-05-23 03:00:00	736107.125	0	0	21529	199851	20892	59001	8597	6985	10830	2328	11653	11437	0	0
2016-05-23 04:00:00	736107.166667	0	0	41832	199873	70336	73221	24388	23164	22919	10049	17163	16525	0	0
2016-05-23 05:00:00	736107.208333	0	0	81914	199894	127379	105240	60669	60336	48425	30161	22645	18940	0	0
2016-05-23 06:00:00	736107.25	0	0	246259	199916	188134	234981	218870	222419	123335	101973	26291	19011	0	0
2016-05-23 07:00:00	736107.291667	0	0	421089	199938	248462	371175	397705	405644	249754	229466	25224	23606	0	0
2016-05-23 08:00:00	736107.333333	0	0	519245	199959	304254	451718	515070	525889	395531	384650	20628	23525	0	0
2016-05-23 09:00:00	736107.375	0	0	581855	199981	351710	500131	580739	593170	507396	508234	14330	26738	0	0
2016-05-23 10:00:00	736107.416667	0	0	513548	200002	387595	456165	516689	527548	538216	548869	13567	25919	0	0
2016-05-23 11:00:00	736107.458333	0	0	510497	200024	409468	446564	499156	509585	535300	543434	12744	26713	0	0
2016-05-23 12:00:00	736107.5	0	0	499684	200046	415838	448933	503870	514414	507909	517182	14384	31178	0	0
2016-05-23 13:00:00	736107.541667	0	0	475687	200067	406272	435843	493995	504297	495289	509432	22763	34099	0	0
2016-05-23 14:00:00	736107.583333	0	0	491651	200089	381426	449852	503483	514018	489007	510909	27710	34914	0	0
2016-05-23 15:00:00	736107.625	0	0	513007	200110	342992	443207	499702	510144	493448	509486	25758	33838	0	0
2016-05-23 16:00:00	736107.666667	0	0	421774	200132	293591	395292	424115	432702	475477	485621	17718	32043	0	0
2016-05-23 17:00:00	736107.708333	0	0	350857	200153	236593	332379	350770	357557	428546	433467	9287	29733	0	0
2016-05-23 18:00:00	736107.75	0	0	151778	200175	175882	182071	165457	167695	308136	319318	14450	26506	0	0
2016-05-23 19:00:00	736107.791667	0	0	111539	200197	115598	149381	114138	115117	204724	213456	12470	21343	0	0
2016-05-23 20:00:00	736107.833333	0	0	67731	200218	59850	114153	68751	68616	110349	117142	11552	13599	0	0
2016-05-23 21:00:00	736107.875	0	0	40170	200240	12439	95467	46755	46080	73146	76604	4925	9204	0	0
2016-05-23 22:00:00	736107.916667	0	0	22728	200261	-23402	78600	25046	23838	43543	46178	4297	8113	0	0
2016-05-23 23:00:00	736107.958333	0	0	11400	200283	-45230	66282	12268	10747	24766	26888	4277	8219	0	0
2016-05-24 00:00:00	736108.0	0	0	11035	200305	3381	34009	8037	6412	15054	13665	3393	5560	0	0
2016-05-24 01:00:00	736108.041667	0	0	4275	200326	12990	28135	820	0	8903	5719	4476	5395	0	0
2016-05-24 02:00:00	736108.083333	0	0	4167	200348	37882	27661	-21	0	6492	2137	5339	5060	0	0
2016-05-24 03:00:00	736108.125	0	0	14671	200369	76360	33873	7043	5393	7704	1797	7801	8712	0	0
2016-05-24 04:00:00	736108.166667	0	0	37089	200391	125804	48094	23331	22081	18642	9158	12819	14062	0	0
2016-05-24 05:00:00	736108.208333	0	0	78107	200413	182847	80112	59554	59193	43289	28889	18290	16728	0	0
2016-05-24 06:00:00	736108.25	0	0	217778	200434	243601	209853	211129	214488	110991	98587	17230	19538	0	0
2016-05-24 07:00:00	736108.291667	0	0	408071	200456	303930	346048	365380	372525	234652	215402	28566	26286	0	0
2016-05-24 08:00:00	736108.333333	0	0	514954	200477	359722	426590	453350	462654	380267	349889	44775	33158	0	0
2016-05-24 09:00:00	736108.375	0	0	516027	200499	407177	475004	517214	528086	479684	454421	45520	38848	0	0
2016-05-24 10:00:00	736108.416667	0	0	448124	200521	443063	431037	471673	481427	493035	490722	44664	41770	0	0
2016-05-24 11:00:00	736108.458333	0	0	432172	200542	464935	421437	452753	462043	465441	490518	32762	44662	0	0
2016-05-24 12:00:00	736108.5	0	0	412302	200564	471305	423805	447364	456522	430866	466664	44479	49676	0	0
2016-05-24 13:00:00	736108.541667	0	0	404838	200585	461740	410716	428095	436780	416437	451781	43977	52306	0	0
2016-05-24 14:00:00	736108.583333	0	0	459971	200607	436893	424725	448449	457633	425703	450311	38608	55147	0	0
2016-05-24 15:00:00	736108.625	0	0	467391	200628	398459	418079	440273	449257	444066	447890	26024	58004	0	0
2016-05-24 16:00:00	736108.666667	0	0	423063	200650	349059	370165	388662	396379	450141	434423	22872	59437	0	0
2016-05-24 17:00:00	736108.708333	0	0	343611	200672	292061	307251	317477	323447	411355	389694	26902	56388	0	0
2016-05-24 18:00:00	736108.75	0	0	150711	200693	231350	156943	131961	133377	305795	284401	26637	44747	0	0
2016-05-24 19:00:00	736108.791667	0	0	100007	200715	171066	124253	106399	107188	198109	188004	19475	31727	0	0
2016-05-24 20:00:00	736108.833333	0	0	63778	200736	115318	89026	65038	64812	104832	101792	13287	17163	0	0
2016-05-24 21:00:00	736108.875	0	0	40587	200758	67907	70339	42824	42053	68124	71351	5233	10397	0	0
2016-05-24 22:00:00	736108.916667	0	0	23438	200780	32065	53473	22512	21242	42601	42702	2005	7549	0	0
2016-05-24 23:00:00	736108.958333	0	0	12565	200801	10237	41155	10432	8866	25530	24053	3213	6208	0	0
2016-05-25 00:00:00	736109.0	0	0	10375	200823	31024	47812	8312	6693	15459	12267	4003	6001	0	0
2016-05-25 01:00:00	736109.041667	0	0	5508	200844	40633	41938	3034	1286	9482	5615	4746	5784	0	0
2016-05-25 02:00:00	736109.083333	0	0	5706	200866	65524	41464	2925	1174	7196	3051	5095	5398	0	0
2016-05-25 03:00:00	736109.125	0	0	14940	200888	104002	47677	9483	7893	8718	3451	6634	8589	0	0
2016-05-25 04:00:00	736109.166667	0	0	38508	200909	153447	61897	24397	23173	19718	10746	12356	13164	0	0
2016-05-25 05:00:00	736109.208333	0	0	85277	200931	210489	93916	63374	63107	46241	31391	19701	16462	0	0
2016-05-25 06:00:00	736109.25	0	0	223373	200952	271244	223657	220114	223694	115719	103324	19062	16762	0	0
2016-05-25 07:00:00	736109.291667	0	0	356598	200974	331572	359851	373654	381002	221749	222601	23314	15777	0	0
2016-05-25 08:00:00	736109.333333	0	0	459525	200995	387365	440394	469889	479599	346498	361431	22345	19284	0	0
2016-05-25 09:00:00	736109.375	0	0	481861	201017	434820	488807	527330	538450	432661	466350	45830	25948	0	0
2016-05-25 10:00:00	736109.416667	0	0	442081	201039	470706	444841	472506	482281	461155	500110	51094	28140	0	0
2016-05-25 11:00:00	736109.458333	0	0	440143	201060	492578	435240	483308	493348	454695	504693	61843	27154	0	0
2016-05-25 12:00:00	736109.5	0	0	421249	201082	498948	437609	481271	491261	434491	488963	68368	31756	0	0
2016-05-25 13:00:00	736109.541667	0	0	411808	201103	489383	424520	465252	474849	424400	486486	76506	40286	0	0
2016-05-25 14:00:00	736109.583333	0	0	428550	201125	464536	438528	491109	501340	420535	489150	84185	44259	0	0
2016-05-25 15:00:00	736109.625	0	0	430486	201147	426102	431883	484205	494267	423614	490152	81671	45078	0	0
2016-05-25 16:00:00	736109.666667	0	0	402533	201168	376702	383968	433497	442314	420523	479307	73989	42982	0	0
2016-05-25 17:00:00	736109.708333	0	0	331102	201190	319703	321055	351971	358787	388040	431789	56643	38910	0	0
2016-05-25 18:00:00	736109.75	0	0	147675	201211	258992	170747	153335	155276	293770	318792	34689	29439	0	0
2016-05-25 19:00:00	736109.791667	0	0	103679	201233	198708	138057	109363	110225	194152	208096	20821	18331	0	0
2016-05-25 20:00:00	736109.833333	0	0	67766	201255	142960	102829	66025	65823	106373	110441	7224	11190	0	0
2016-05-25 21:00:00	736109.875	0	0	43377	201276	95549	84143	43641	42890	71607	72979	4840	9154	0	0
2016-05-25 22:00:00	736109.916667	0	0	23889	201298	59707	67277	23570	22326	45010	43679	1796	5559	0	0
2016-05-25 23:00:00	736109.958333	0	0	6820	201319	37879	54958	10074	8499	24695	24571	1658	4398	0	0
2016-05-26 00:00:00	736110.0	0	0	10797	201341	10425	42453	8335	6717	13835	12514	3309	5504	0	0
2016-05-26 01:00:00	736110.041667	0	0	6392	201363	20034	36579	3211	1467	8003	5561	4675	5761	0	0
2016-05-26 02:00:00	736110.083333	0	0	6347	201384	44925	36105	3445	1707	7845	3297	5587	5540	0	0
2016-05-26 03:00:00	736110.125	0	0	8679	201406	83403	42318	8814	7208	7139	3460	4896	7924	0	0
2016-05-26 04:00:00	736110.166667	0	0	20709	201427	132848	56538	24406	23183	11911	10699	3860	11760	0	0
2016-05-26 05:00:00	736110.208333	0	0	61241	201449	189890	88557	63661	63401	30209	31264	2544	13232	0	0
2016-05-26 06:00:00	736110.25	0	0	210755	201470	250645	218298	219470	223034	97568	103206	8987	13783	0	0
2016-05-26 07:00:00	736110.291667	0	0	343867	201492	310973	354492	380868	388393	205287	224942	32695	15771	0	0
2016-05-26 08:00:00	736110.333333	0	0	416408	201514	366766	435035	468589	478268	323676	363231	54589	28348	0	0
2016-05-26 09:00:00	736110.375	0	0	434253	201535	414221	483448	522491	533492	398176	466717	88480	41502	0	0
2016-05-26 10:00:00	736110.416667	0	0	422212	201557	450107	439482	473759	483564	424291	498441	93378	44658	1	74150
2016-05-26 11:00:00	736110.458333	0	0	387529	201578	471979	429881	465760	475369	414664	497475	103267	45008	1	82811
2016-05-26 12:00:00	736110.5	0	0	385792	201600	478349	432250	458079	467500	398511	475477	95278	47357	1	76966
2016-05-26 13:00:00	736110.541667	0	0	374370	201622	468784	419160	442967	452017	382563	464962	101047	52073	1	82399
2016-05-26 14:00:00	736110.583333	0	0	386258	201643	443937	433169	470812	480545	382140	466687	103911	52972	1	84547
2016-05-26 15:00:00	736110.625	0	0	391591	201665	405503	426524	464288	473861	384073	468807	104133	47407	1	84734
2016-05-26 16:00:00	736110.666667	0	0	362590	201686	356103	378609	415368	423740	380146	459382	98482	43749	1	79236
2016-05-26 17:00:00	736110.708333	0	0	304972	201708	299104	315696	335481	341893	353051	413164	77041	37672	0	0
2016-05-26 18:00:00	736110.75	0	0	128643	201730	238394	165388	147852	149658	265401	305097	52650	30555	0	0
2016-05-26 19:00:00	736110.791667	0	0	96672	201751	178109	132698	107775	108598	176762	200049	31201	20379	0	0
2016-05-26 20:00:00	736110.833333	0	0	62085	201773	122361	97470	66851	66669	95800	108308	17390	12895	0	0
2016-05-26 21:00:00	736110.875	0	0	41589	201794	74950	78784	45918	45222	66782	73496	9392	10638	0	0
2016-05-26 22:00:00	736110.916667	0	0	23139	201816	39109	61917	29458	28359	42271	46750	5543	10289	0	0
2016-05-26 23:00:00	736110.958333	0	0	12354	201838	17280	49599	15364	13919	25694	29166	4631	10824	0	0
2016-05-27 00:00:00	736111.0	0	0	10783	201859	-42504	29584	8398	6782	15425	16353	4780	10752	0	0
2016-05-27 01:00:00	736111.041667	0	0	5962	201881	-32895	23710	2974	1224	9699	7308	4522	8322	0	0
2016-05-27 02:00:00	736111.083333	0	0	5542	201902	-8004	23236	2984	1235	7429	3080	5338	5543	0	0
2016-05-27 03:00:00	736111.125	0	0	15729	201924	30473	29449	8762	7155	9077	3204	7566	8126	0	0
2016-05-27 04:00:00	736111.166667	0	0	38536	201945	79918	43669	25523	24327	19935	10905	12123	13855	0	0
2016-05-27 05:00:00	736111.208333	0	0	94886	201967	136960	75688	67708	67547	49717	33009	22614	18408	0	0
2016-05-27 06:00:00	736111.25	0	0	229551	201989	197715	205429	218461	222000	120991	104624	22431	26156	0	0
2016-05-27 07:00:00	736111.291667	0	0	376175	202010	258043	341624	367596	374796	233537	221447	20079	34857	0	0
2016-05-27 08:00:00	736111.333333	0	0	447590	202032	313836	422166	445575	454689	351105	350495	7393	47751	0	0
2016-05-27 09:00:00	736111.375	0	0	472960	202053	361291	470579	485039	495121	432241	441535	16483	57530	0	0
2016-05-27 10:00:00	736111.416667	0	0	408722	202075	397177	426613	433223	442033	443090	463947	28732	62925	0	0
2016-05-27 11:00:00	736111.458333	0	0	418883	202097	419049	417012	434644	443489	433521	460214	33212	61971	0	0
2016-05-27 12:00:00	736111.5	0	0	403519	202118	425419	419381	466743	476376	410374	453966	59258	58060	0	0
2016-05-27 13:00:00	736111.541667	0	0	402165	202140	415854	406292	440784	449780	408189	456548	63956	50505	0	0
2016-05-27 14:00:00	736111.583333	0	0	421033	202161	391007	420300	457525	466932	408905	464362	69577	43789	0	0
2016-05-27 15:00:00	736111.625	0	0	423969	202183	352573	413655	438905	447855	415722	454855	49721	39509	0	0
2016-05-27 16:00:00	736111.666667	0	0	356022	202205	303173	365740	373718	381068	400341	431951	40648	36591	0	0
2016-05-27 17:00:00	736111.708333	0	0	301954	202226	246174	302827	306029	311718	360648	380213	25428	27335	0	0
2016-05-27 18:00:00	736111.75	0	0	142964	202248	185464	152519	132168	133589	266980	275458	20131	20828	0	0
2016-05-27 19:00:00	736111.791667	0	0	97859	202269	125179	119829	86982	87294	180925	177533	12141	15699	0	0
2016-05-27 20:00:00	736111.833333	0	0	53423	202291	69431	84602	53608	53101	98082	91328	9990	11515	0	0
2016-05-27 21:00:00	736111.875	0	0	38870	202313	22020	65915	39348	38491	63384	59628	7478	8210	0	0
2016-05-27 22:00:00	736111.916667	0	0	28304	202334	-13820	49049	24682	23465	40199	38352	3439	6092	0	0
2016-05-27 23:00:00	736111.958333	0	0	15215	202356	-35649	36730	12789	11280	27463	24412	4418	5867	0	0
2016-05-28 00:00:00	736112.0	0	0	11742	202377	-87509	-27802	9451	7860	18420	14201	5194	6226	0	0
2016-05-28 01:00:00	736112.041667	0	0	6191	202399	-77900	-33676	3284	1542	11049	6894	5107	6061	0	0
2016-05-28 02:00:00	736112.083333	0	0	6002	202420	-53008	-34150	2623	865	7978	3422	5615	5692	0	0
2016-05-28 03:00:00	736112.125	0	0	18397	202442	-14530	-27937	8494	6880	10196	3095	9503	9479	0	0
2016-05-28 04:00:00	736112.166667	0	0	34900	202464	34913	-13717	19367	18020	19766	8588	14899	15510	0	0
2016-05-28 05:00:00	736112.208333	0	0	60521	202485	91956	18301	38890	38022	37939	20974	21491	18738	0	0
2016-05-28 06:00:00	736112.25	0	0	152750	202507	152710	148041	148409	150229	82723	68757	19968	20932	0	0
2016-05-28 07:00:00	736112.291667	0	0	256512	202528	213039	284236	258486	263008	156594	150419	16654	20666	0	0
2016-05-28 08:00:00	736112.333333	0	0	318472	202550	268831	364779	342737	349327	242578	254188	22367	21989	0	0
2016-05-28 09:00:00	736112.375	0	0	358500	202572	316286	413192	392639	400453	311161	337596	37109	25645	0	0
2016-05-28 10:00:00	736112.416667	0	0	329308	202593	352172	369225	360345	367367	335426	372382	45610	27186	0	0
2016-05-28 11:00:00	736112.458333	0	0	317268	202615	374044	359625	339263	345767	335025	371195	44837	32830	0	0
2016-05-28 12:00:00	736112.5	0	0	303790	202636	380414	361994	334374	340758	316788	351297	42587	36951	0	0
2016-05-28 13:00:00	736112.541667	0	0	300128	202658	370849	348904	325232	331392	307062	339305	39725	36609	0	0
2016-05-28 14:00:00	736112.583333	0	0	295549	202680	346002	362913	320790	326841	299822	332997	40763	33904	0	0
2016-05-28 15:00:00	736112.625	0	0	279782	202701	307568	356268	307890	313624	291819	323952	39382	30474	0	0
2016-05-28 16:00:00	736112.666667	0	0	254357	202723	258168	308353	263342	267983	276562	302816	33986	29343	0	0
2016-05-28 17:00:00	736112.708333	0	0	211883	202744	201170	245440	205481	208702	248674	263436	25894	25212	0	0
2016-05-28 18:00:00	736112.75	0	0	103436	202766	140459	95132	92209	92650	189892	189778	12492	20897	0	0
2016-05-28 19:00:00	736112.791667	0	0	63970	202787	80175	62442	69238	69115	126429	123489	8744	17801	0	0
2016-05-28 20:00:00	736112.833333	0	0	42345	202809	24427	27214	47240	46577	69917	69447	8964	16308	0	0
