timeStamp	dateFrac	isHoliday	isSunday	cnt	predSimple	predTrig	predHourDay	predHourWeek	predHS	cntMA	predMA	devMA	predDev	alertVal	diffMA
2016-05-28 21:00:00	736112.875	0	0	31641	202831	-22983	8527	32440	31414	45985	49035	4713	13781	0	0
2016-05-28 22:00:00	736112.916667	0	0	24147	202852	-58825	-8338	22196	20918	32711	32969	3767	10678	0	0
2016-05-28 23:00:00	736112.958333	0	0	14512	202874	-80653	-20656	12454	10937	23433	21089	3410	6626	0	0
2016-05-29 00:00:00	736113.0	0	1	12389	202895	-90300	-133455	10130	14529	17016	15461	3727	5024	0	0
2016-05-29 01:00:00	736113.041667	0	1	6356	202917	-80690	-139329	3626	8025	11085	11163	3173	3946	0	0
2016-05-29 02:00:00	736113.083333	0	1	5552	202939	-55799	-139803	2678	7077	8099	9877	2201	1741	0	0
2016-05-29 03:00:00	736113.125	0	1	17799	202960	-17321	-133591	6614	11013	9902	8705	5057	2881	0	0
2016-05-29 04:00:00	736113.166667	0	1	33754	202982	32122	-119370	15419	19818	19035	12636	11013	6559	0	0
2016-05-29 05:00:00	736113.208333	0	1	46280	203003	89165	-87352	25895	30294	32611	20375	15745	9661	0	0
2016-05-29 06:00:00	736113.25	0	1	66097	203025	149920	42388	44298	48697	48710	32936	19397	10493	0	0
2016-05-29 07:00:00	736113.291667	0	1	91157	203047	210248	178583	81755	86154	67844	55048	17078	12556	0	0
2016-05-29 08:00:00	736113.333333	0	1	114358	203068	266040	259125	87710	92109	90537	75653	20283	12789	0	0
2016-05-29 09:00:00	736113.375	0	1	115142	203090	313495	307539	91690	96089	106885	91450	21012	14348	0	0
2016-05-29 10:00:00	736113.416667	0	1	107802	203111	349381	263572	84275	88674	112434	92290	24737	12761	0	0
2016-05-29 11:00:00	736113.458333	0	1	77169	203133	371254	253972	72847	77246	100037	87336	19090	11277	0	0
2016-05-29 12:00:00	736113.5	0	1	83047	203155	377624	256340	73383	77782	89339	81234	14028	9225	0	0
2016-05-29 13:00:00	736113.541667	0	1	102094	203176	368058	243251	77558	81957	87436	78995	14717	9133	0	0
2016-05-29 14:00:00	736113.583333	0	1	112065	203198	343211	257260	79514	83913	99068	81217	24756	12085	0	0
2016-05-29 15:00:00	736113.625	0	1	123062	203219	304777	250614	89711	94110	112407	86660	31908	14717	0	0
2016-05-29 16:00:00	736113.666667	0	1	126567	203241	255377	202700	95354	99753	120564	92592	34276	16202	0	0
2016-05-29 17:00:00	736113.708333	0	1	118443	203262	198379	139786	89122	93521	122690	95794	33002	15403	0	0
2016-05-29 18:00:00	736113.75	0	1	113425	203284	137668	-10521	78686	80885	119478	91386	34633	14114	0	0
2016-05-29 19:00:00	736113.791667	0	1	83824	203306	77384	-43211	74325	76524	105230	83643	29438	11711	0	0
2016-05-29 20:00:00	736113.833333	0	1	60668	203327	21636	-78438	53510	55709	85972	71039	23840	15662	0	0
2016-05-29 21:00:00	736113.875	0	1	42010	203349	-25774	-97125	39144	41344	62167	57859	6258	6408	0	0
2016-05-29 22:00:00	736113.916667	0	1	26250	203370	-61616	-113991	24865	27064	42976	41372	3584	4896	0	0
2016-05-29 23:00:00	736113.958333	0	1	13900	203392	-83444	-126309	12757	14957	27386	27788	1054	3517	0	0
2016-05-30 00:00:00	736114.0	0	0	10971	203414	-48376	63059	10714	9154	17040	17058	1593	6562	0	0
2016-05-30 01:00:00	736114.041667	0	0	5954	203435	-38767	57185	5420	3731	10275	9280	2163	7101	0	0
2016-05-30 02:00:00	736114.083333	0	0	6152	203457	-13876	56711	4529	2818	7692	5234	3111	8044	0	0
2016-05-30 03:00:00	736114.125	0	0	23203	203478	24601	62923	12996	11492	11769	6013	8752	12174	0	0
2016-05-30 04:00:00	736114.166667	0	0	45214	203500	74046	77144	28787	27671	24856	13993	15099	17262	0	0
2016-05-30 05:00:00	736114.208333	0	0	86498	203522	131088	109162	65068	64843	51638	34668	21375	19676	0	0
2016-05-30 06:00:00	736114.25	0	0	248091	203543	191843	238903	223269	226926	126601	106480	24745	19748	0	0
2016-05-30 07:00:00	736114.291667	0	0	454120	203565	252172	375098	402104	410151	262903	233973	37750	24343	0	0
2016-05-30 08:00:00	736114.333333	0	0	577754	203586	307964	455640	519469	530396	426655	389157	48083	24262	0	0
2016-05-30 09:00:00	736114.375	0	0	636516	203608	355419	504054	585138	597677	556130	512741	53312	27475	0	0
2016-05-30 10:00:00	736114.416667	0	0	567238	203630	391305	460087	521088	532055	593836	553376	49945	26656	0	0
2016-05-30 11:00:00	736114.458333	0	0	541677	203651	413177	450487	503555	514092	581810	547941	41876	27450	0	0
2016-05-30 12:00:00	736114.5	0	0	513804	203673	419547	452856	508269	518921	540906	521689	31819	31915	0	0
2016-05-30 13:00:00	736114.541667	0	0	545988	203694	409982	439766	498394	508804	533823	513939	32937	34835	0	0
2016-05-30 14:00:00	736114.583333	0	0	539716	203716	385135	453775	507882	518525	533169	515416	30478	35651	0	0
2016-05-30 15:00:00	736114.625	0	0	562674	203737	346701	447130	504101	514651	549459	513993	45485	34575	0	0
2016-05-30 16:00:00	736114.666667	0	0	462695	203759	297301	399215	428514	437209	521695	490128	41260	32780	0	0
2016-05-30 17:00:00	736114.708333	0	0	394500	203781	240302	336301	355169	362064	473289	437974	44765	30469	0	0
2016-05-30 18:00:00	736114.75	0	0	195314	203802	179592	185994	169856	172202	350836	323825	33434	27243	0	0
2016-05-30 19:00:00	736114.791667	0	0	135648	203824	119307	153303	118537	119624	241820	217963	30356	22080	0	0
2016-05-30 20:00:00	736114.833333	0	0	78210	203845	63559	118076	73150	73123	136390	121649	20209	14336	0	0
2016-05-30 21:00:00	736114.875	0	0	52370	203867	16148	99389	51154	50587	88742	81111	11954	9941	0	0
2016-05-30 22:00:00	736114.916667	0	0	28048	203889	-19692	82523	29445	28345	52876	50685	3817	8849	0	0
2016-05-30 23:00:00	736114.958333	0	0	14368	203910	-41521	70205	16667	15254	31595	31395	1423	8956	0	0
2016-05-31 00:00:00	736115.0	0	0	12296	203932	7091	37931	12436	10919	18237	18172	1176	6296	0	0
2016-05-31 01:00:00	736115.041667	0	0	6674	203953	16700	32058	5219	3525	11112	9899	2509	6131	0	0
2016-05-31 02:00:00	736115.083333	0	0	6471	203975	41591	31583	4377	2662	8480	5702	3627	5797	0	0
2016-05-31 03:00:00	736115.125	0	0	22711	203997	80069	37796	11442	9900	11952	5362	9709	9448	0	0
2016-05-31 04:00:00	736115.166667	0	0	44907	204018	129513	52017	27730	26588	24696	13050	16034	14799	0	0
2016-05-31 05:00:00	736115.208333	0	0	85553	204040	186556	84035	63953	63700	51057	33396	22104	17465	0	0
2016-05-31 06:00:00	736115.25	0	0	236534	204061	247311	213776	215528	218995	122331	103094	23672	20275	0	0
2016-05-31 07:00:00	736115.291667	0	0	425516	204083	307639	349971	369779	377032	249201	219909	39597	27022	0	0
2016-05-31 08:00:00	736115.333333	0	0	484638	204105	363431	430513	457749	467161	382229	354396	38495	33895	0	0
2016-05-31 09:00:00	736115.375	0	0	588234	204126	410887	478927	521613	532593	499462	458928	53628	39584	0	0
2016-05-31 10:00:00	736115.416667	0	0	553669	204148	446773	434960	476072	485934	542180	495229	63203	42506	0	0
2016-05-31 11:00:00	736115.458333	0	0	526241	204169	468645	425359	457152	466550	556048	495025	74989	45398	0	0
2016-05-31 12:00:00	736115.5	0	0	509739	204191	475015	427728	451763	461029	529883	471171	72538	50412	0	0
2016-05-31 13:00:00	736115.541667	0	0	483043	204212	465450	414639	432494	441287	506341	456288	61964	53043	0	0
2016-05-31 14:00:00	736115.583333	0	0	503329	204234	440603	428647	452848	462140	498703	454818	53910	55883	0	0
2016-05-31 15:00:00	736115.625	0	0	521983	204256	402169	422002	444672	453763	502785	452396	63616	58741	0	0
2016-05-31 16:00:00	736115.666667	0	0	461465	204277	352769	374088	393061	400886	495592	438929	70782	60174	0	0
2016-05-31 17:00:00	736115.708333	0	0	373520	204299	295770	311174	321876	327954	452322	394201	72111	57124	0	0
2016-05-31 18:00:00	736115.75	0	0	170693	204320	235059	160866	136360	137884	335226	288908	58405	45484	0	0
2016-05-31 19:00:00	736115.791667	0	0	129307	204342	174775	128176	110798	111695	224506	192511	41610	32463	0	0
2016-05-31 20:00:00	736115.833333	0	0	84971	204364	119027	92949	69437	69319	128323	106299	28562	17900	0	0
2016-05-31 21:00:00	736115.875	0	0	55407	204385	71616	74262	47223	46560	89895	75858	17796	11134	0	0
2016-05-31 22:00:00	736115.916667	0	0	29703	204407	35774	57396	26911	25749	56693	47209	13017	8286	0	0
2016-05-31 23:00:00	736115.958333	0	0	14660	204428	13946	45078	14831	13372	33256	28560	6912	6945	0	0
2016-06-01 00:00:00	736116.0	0	0	12350	204450	34733	51735	12711	11200	18904	16773	3050	6737	0	0
2016-06-01 01:00:00	736116.041667	0	0	7023	204472	44342	45861	7433	5793	11344	10121	1499	6521	0	0
2016-06-01 02:00:00	736116.083333	0	0	7200	204493	69234	45387	7324	5681	8857	7558	1603	6135	0	0
2016-06-01 03:00:00	736116.125	0	0	10579	204515	107712	51599	13881	12399	8267	7957	1888	9326	0	0
2016-06-01 04:00:00	736116.166667	0	0	23503	204536	157156	65820	28795	27679	13760	15253	3395	13901	0	0
2016-06-01 05:00:00	736116.208333	0	0	62555	204558	214199	97838	67773	67614	32212	35897	4813	17199	0	0
2016-06-01 06:00:00	736116.25	0	0	216950	204579	274953	227579	224512	228200	101002	107831	9208	17499	0	0
2016-06-01 07:00:00	736116.291667	0	0	383169	204601	335282	363774	378053	385509	220891	227107	8877	16513	0	0
2016-06-01 08:00:00	736116.333333	0	0	473559	204623	391074	444317	474288	484106	357892	365938	11028	20020	0	0
2016-06-01 09:00:00	736116.375	0	0	525666	204644	438529	492730	531729	542957	460798	470857	14416	26685	0	0
2016-06-01 10:00:00	736116.416667	0	0	472017	204666	474415	448763	476905	486788	490414	504617	17725	28876	0	0
2016-06-01 11:00:00	736116.458333	0	0	504204	204687	496287	439163	487707	497855	500629	509200	16695	27890	0	0
2016-06-01 12:00:00	736116.5	0	0	487080	204709	502657	441532	485670	495768	487767	493470	12922	32492	0	0
2016-06-01 13:00:00	736116.541667	0	0	480878	204731	493092	428442	469651	479356	490720	490993	7684	41022	0	0
2016-06-01 14:00:00	736116.583333	0	0	485963	204752	468245	442451	495508	505847	484640	493657	15381	44995	0	0
2016-06-01 15:00:00	736116.625	0	0	481529	204774	429811	435806	488604	498774	482790	494659	18642	45814	0	0
2016-06-01 16:00:00	736116.666667	0	0	417776	204795	380411	387891	437895	446820	461756	483813	27715	43718	0	0
2016-06-01 17:00:00	736116.708333	0	0	348771	204817	323413	324978	356370	363294	416025	436296	25998	39647	0	0
2016-06-01 18:00:00	736116.75	0	0	154135	204839	262702	174670	157734	159783	306894	323299	23306	30176	0	0
2016-06-01 19:00:00	736116.791667	0	0	122205	204860	202418	141979	113762	114732	208370	212603	12220	19067	0	0
2016-06-01 20:00:00	736116.833333	0	0	78980	204882	146670	106752	70424	70330	118440	114948	9015	11926	0	0
2016-06-01 21:00:00	736116.875	0	0	48655	204903	99259	88065	48040	47397	83280	77486	8131	9890	0	0
2016-06-01 22:00:00	736116.916667	0	0	28586	204925	63417	71199	27969	26833	52073	48186	6303	6296	0	0
2016-06-01 23:00:00	736116.958333	0	0	15771	204947	41589	58881	14473	13006	31004	29078	2479	5135	0	0
2016-06-02 00:00:00	736117.0	0	0	12595	204968	14134	46376	12734	11224	18984	17021	2509	6240	0	0
2016-06-02 01:00:00	736117.041667	0	0	6933	204990	23743	40502	7610	5974	11766	10068	2285	6498	0	0
2016-06-02 02:00:00	736117.083333	0	0	7240	205011	48635	40028	7844	6214	8922	7804	1387	6276	0	0
2016-06-02 03:00:00	736117.125	0	0	9858	205033	87113	46240	13213	11715	8010	7967	1646	8661	0	0
2016-06-02 04:00:00	736117.166667	0	0	24219	205054	136557	60461	28805	27689	13772	15206	2875	12496	0	0
2016-06-02 05:00:00	736117.208333	0	0	63990	205076	193600	92479	68060	67908	32689	35770	3926	13969	0	0
2016-06-02 06:00:00	736117.25	0	0	215629	205098	254354	222220	223869	227541	101279	107712	9200	14519	0	0
2016-06-02 07:00:00	736117.291667	0	0	379589	205119	314683	358415	385267	392900	219736	229449	12931	16508	0	0
2016-06-02 08:00:00	736117.333333	0	0	426247	205141	370475	438957	472988	482774	340488	367738	41918	29085	0	0
2016-06-02 09:00:00	736117.375	0	0	502391	205162	417930	487371	526890	537999	436075	471224	48168	42239	0	0
2016-06-02 10:00:00	736117.416667	0	0	448821	205184	453816	443404	478158	488071	459153	502948	54789	45395	0	0
2016-06-02 11:00:00	736117.458333	0	0	442025	205206	475688	433804	470159	479876	464412	501982	46049	45745	0	0
2016-06-02 12:00:00	736117.5	0	0	423378	205227	482058	436173	462478	472007	438074	479984	51662	48094	0	0
2016-06-02 13:00:00	736117.541667	0	0	422543	205249	472493	423083	447366	456524	429315	469469	49760	52809	0	0
2016-06-02 14:00:00	736117.583333	0	0	464889	205270	447646	437092	475211	485052	436936	471194	44305	53708	0	0
2016-06-02 15:00:00	736117.625	0	0	454658	205292	409212	430447	468687	478368	447363	473314	32583	48144	0	0
2016-06-02 16:00:00	736117.666667	0	0	393312	205314	359812	382532	419767	428247	437619	463889	33084	44485	0	0
2016-06-02 17:00:00	736117.708333	0	0	325690	205335	302814	319618	339880	346399	391220	417671	33252	38409	0	0
2016-06-02 18:00:00	736117.75	0	0	143191	205357	242103	169311	152251	154165	287397	309603	29746	31292	0	0
2016-06-02 19:00:00	736117.791667	0	0	107833	205378	181819	136620	112174	113105	192238	204556	16986	21116	0	0
2016-06-02 20:00:00	736117.833333	0	0	69526	205400	126071	101393	71250	71176	106850	112815	8687	13631	0	0
2016-06-02 21:00:00	736117.875	0	0	44035	205422	78660	82706	50317	49729	73798	78003	5609	11374	0	0
2016-06-02 22:00:00	736117.916667	0	0	26402	205443	42818	65840	33857	32865	46654	51256	6201	11026	0	0
2016-06-02 23:00:00	736117.958333	0	0	14242	205465	20990	53522	19763	18426	28226	33673	6771	11560	0	0
2016-06-03 00:00:00	736118.0	0	0	12510	205486	-38795	33507	12797	11289	17718	20860	5512	11489	0	0
2016-06-03 01:00:00	736118.041667	0	0	6798	205508	-29186	27633	7373	5731	11183	11815	3172	9059	0	0
2016-06-03 02:00:00	736118.083333	0	0	6644	205529	-4294	27159	7383	5742	8650	7587	1312	6280	0	0
2016-06-03 03:00:00	736118.125	0	0	9610	205551	34183	33372	13161	11662	7684	7711	1755	8863	0	0
2016-06-03 04:00:00	736118.166667	0	0	20018	205573	83627	47592	29922	28834	12090	15412	6432	14592	0	0
2016-06-03 05:00:00	736118.208333	0	0	59516	205594	140670	79611	72107	72054	29714	37516	10934	19145	0	0
2016-06-03 06:00:00	736118.25	0	0	165255	205616	201424	209351	222860	226507	81596	109131	44647	26892	0	0
2016-06-03 07:00:00	736118.291667	0	0	249206	205637	261753	345546	371995	379303	157992	225954	102064	35594	0	0
2016-06-03 08:00:00	736118.333333	0	0	287583	205659	317545	426089	449974	459196	234014	355002	158316	48487	1	120988
2016-06-03 09:00:00	736118.375	0	0	296292	205681	365000	474502	489438	499628	277693	446042	209429	58266	1	168349
2016-06-03 10:00:00	736118.416667	0	0	282105	205702	400886	430535	437622	446540	288660	468454	221173	63661	1	179794
2016-06-03 11:00:00	736118.458333	0	0	335918	205724	422759	420935	439042	447995	304771	464721	201178	62707	1	159950
2016-06-03 12:00:00	736118.5	0	0	488292	205745	429128	423304	471142	480883	368771	458472	140810	58797	1	89701
2016-06-03 13:00:00	736118.541667	0	0	464383	205767	419563	410214	445183	454287	429531	461055	79743	51241	0	0
2016-06-03 14:00:00	736118.583333	0	0	468936	205789	394716	424223	461924	471439	473870	468869	9030	44526	0	0
2016-06-03 15:00:00	736118.625	0	0	416369	205810	356282	417578	443304	452362	449896	459362	26492	40246	0	0
2016-06-03 16:00:00	736118.666667	0	0	359708	205832	306882	369663	378116	385574	415004	436458	31391	37327	0	0
2016-06-03 17:00:00	736118.708333	0	0	292299	205853	249884	306750	310428	316225	356125	384720	35616	28071	0	0
2016-06-03 18:00:00	736118.75	0	0	124405	205875	189173	156442	136567	138096	258804	279965	26729	21565	0	0
2016-06-03 19:00:00	736118.791667	0	0	91050	205897	128889	123751	91381	91801	169251	182040	19499	16435	0	0
2016-06-03 20:00:00	736118.833333	0	0	60681	205918	73141	88524	58007	57608	92045	95835	9936	12252	0	0
2016-06-03 21:00:00	736118.875	0	0	41356	205940	25730	69837	43747	42998	64362	64135	2520	8946	0	0
2016-06-03 22:00:00	736118.916667	0	0	28410	205961	-10111	52971	29081	27972	43482	42859	2483	6828	0	0
2016-06-03 23:00:00	736118.958333	0	0	17194	205983	-31939	40653	17188	15787	28986	28919	1560	6604	0	0
2016-06-04 00:00:00	736119.0	0	0	12961	206004	-83799	-23879	13850	12367	19521	18708	1123	6963	0	0
2016-06-04 01:00:00	736119.041667	0	0	6672	206026	-74190	-29753	7683	6049	12275	11401	1166	6798	0	0
2016-06-04 02:00:00	736119.083333	0	0	6391	206048	-49299	-30227	7022	5372	8674	7929	943	6429	0	0
2016-06-04 03:00:00	736119.125	0	0	7725	206069	-10821	-24015	12893	11387	6929	7602	2723	10215	0	0
2016-06-04 04:00:00	736119.166667	0	0	14212	206091	38622	-9794	23765	22526	9442	13095	6464	16246	0	0
2016-06-04 05:00:00	736119.208333	0	0	38121	206112	95665	22223	43289	42529	20019	25480	7140	19475	0	0
2016-06-04 06:00:00	736119.25	0	0	152131	206134	156420	151964	152808	154736	68154	73263	6904	21669	0	0
2016-06-04 07:00:00	736119.291667	0	0	279735	206156	216748	288159	262885	267515	156662	154926	9368	21403	0	0
2016-06-04 08:00:00	736119.333333	0	0	381560	206177	272540	368701	347136	353834	271142	258695	21504	22726	0	0
2016-06-04 09:00:00	736119.375	0	0	442359	206199	319996	417115	397038	404960	367884	342103	34034	26382	0	0
2016-06-04 10:00:00	736119.416667	0	0	415188	206220	355882	373148	364744	371874	413035	376889	44963	27923	0	0
2016-06-04 11:00:00	736119.458333	0	0	408052	206242	377754	363548	343662	350274	421866	375702	57502	33567	0	0
2016-06-04 12:00:00	736119.5	0	0	398943	206264	384124	365916	338773	345265	407394	355804	63622	37687	0	0
2016-06-04 13:00:00	736119.541667	0	0	350377	206285	374559	352827	329631	335899	385790	343812	56697	37346	0	0
2016-06-04 14:00:00	736119.583333	0	0	360703	206307	349712	366836	325189	331348	370007	337504	44455	34641	0	0
2016-06-04 15:00:00	736119.625	0	0	343927	206328	311278	360190	312289	318131	351669	328459	29468	31211	0	0
2016-06-04 16:00:00	736119.666667	0	0	296217	206350	261877	312276	267741	272490	333615	307323	32327	30080	0	0
2016-06-04 17:00:00	736119.708333	0	0	240264	206371	204879	249362	209880	213209	293469	267943	31307	25949	0	0
2016-06-04 18:00:00	736119.75	0	0	135854	206393	144168	99054	96608	97157	224111	194285	37365	21633	0	0
2016-06-04 19:00:00	736119.791667	0	0	118356	206415	83884	66364	73637	73622	164824	127996	45992	18538	0	0
2016-06-04 20:00:00	736119.833333	0	0	85773	206436	28136	31137	51639	51084	113327	73954	48486	17045	0	0
2016-06-04 21:00:00	736119.875	0	0	39362	206458	-19274	12450	36839	35921	81163	53542	40101	14517	0	0
2016-06-04 22:00:00	736119.916667	0	0	27383	206479	-55116	-4415	26595	25425	50839	37476	24688	11414	0	0
2016-06-04 23:00:00	736119.958333	0	0	16769	206501	-76944	-16733	16853	15444	27838	25596	2952	7363	0	0
2016-06-05 00:00:00	736120.0	0	1	14443	206523	-86590	-129532	14529	14529	19531	18466	1672	5760	0	0
2016-06-05 01:00:00	736120.041667	0	1	7323	206544	-76981	-135406	8025	8025	12845	12666	1062	4682	0	0
2016-06-05 02:00:00	736120.083333	0	1	7088	206566	-52090	-135881	7077	7077	9618	9877	500	2478	0	0
2016-06-05 03:00:00	736120.125	0	1	6958	206587	-13612	-129668	11012	11013	7123	8705	2909	3618	0	0
2016-06-05 04:00:00	736120.166667	0	1	11679	206609	35832	-115447	19818	19818	8575	12636	6429	7295	0	0
2016-06-05 05:00:00	736120.208333	0	1	24302	206631	92874	-83429	30294	30294	14313	20375	7700	10397	0	0
2016-06-05 06:00:00	736120.25	0	1	47286	206652	153629	46311	48697	48697	27755	32936	7215	11230	0	0
2016-06-05 07:00:00	736120.291667	0	1	92681	206674	213958	182506	86154	86154	54756	55048	6344	13293	0	0
2016-06-05 08:00:00	736120.333333	0	1	89325	206695	269750	263048	92108	92109	76430	75653	5115	13525	0	0
2016-06-05 09:00:00	736120.375	0	1	91357	206717	317205	311462	96089	96089	91121	91450	6030	15084	0	0
2016-06-05 10:00:00	736120.416667	0	1	82836	206739	353091	267495	88674	88674	87839	92290	5666	13498	0	0
2016-06-05 11:00:00	736120.458333	0	1	76633	206760	374963	257894	77246	77246	83608	87336	5331	12014	0	0
2016-06-05 12:00:00	736120.5	0	1	74873	206782	381333	260263	77782	77782	78114	81234	4632	9961	0	0
2016-06-05 13:00:00	736120.541667	0	1	75334	206803	371768	247174	81956	81957	75613	78995	5133	9870	0	0
2016-06-05 14:00:00	736120.583333	0	1	74506	206825	346921	261182	83913	83913	74904	81217	8391	12822	0	0
2016-06-05 15:00:00	736120.625	0	1	87179	206846	308487	254537	94110	94110	79006	86660	9497	15453	0	0
2016-06-05 16:00:00	736120.666667	0	1	92763	206868	259087	206623	99753	99753	84816	92592	9627	16939	0	0
2016-06-05 17:00:00	736120.708333	0	1	92165	206890	202088	143709	93521	93521	90702	95794	7026	16140	0	0
2016-06-05 18:00:00	736120.75	0	1	87414	206911	141378	-6598	83084	80885	90780	91386	6831	14851	0	0
2016-06-05 19:00:00	736120.791667	0	1	78369	206933	81093	-39288	78724	76524	85982	83643	4892	12448	0	0
2016-06-05 20:00:00	736120.833333	0	1	58642	206954	25345	-74515	57909	55709	74808	71039	5226	16399	0	0
2016-06-05 21:00:00	736120.875	0	1	42527	206976	-22065	-93202	43543	41344	59846	57859	2589	7145	0	0
2016-06-05 22:00:00	736120.916667	0	1	27137	206998	-57906	-110068	29264	27064	42768	41372	2236	5633	0	0
2016-06-05 23:00:00	736120.958333	0	1	14436	207019	-79735	-122386	17156	14957	28033	27788	915	4254	0	0
2016-06-06 00:00:00	736121.0	0	0	12358	207041	-44667	66982	15113	13661	17977	18560	993	7299	0	0
2016-06-06 01:00:00	736121.041667	0	0	7427	207062	-35057	61108	9818	8236	11407	12284	1145	7838	0	0
2016-06-06 02:00:00	736121.083333	0	0	7301	207084	-10166	60634	8927	7324	9028	9740	1084	8781	0	0
2016-06-06 03:00:00	736121.125	0	0	8607	207106	28311	66846	17395	15999	7778	10519	5258	12911	0	0
2016-06-06 04:00:00	736121.166667	0	0	19642	207127	77755	81067	33186	32178	11850	18500	10290	17999	0	0
2016-06-06 05:00:00	736121.208333	0	0	58794	207149	134798	113085	69467	69349	29014	39175	12712	20413	0	0
2016-06-06 06:00:00	736121.25	0	0	242962	207170	195553	242826	227668	231433	107132	110986	14168	20484	0	0
2016-06-06 07:00:00	736121.291667	0	0	428359	207192	255881	379021	406503	414658	243371	238480	14697	25079	0	0
2016-06-06 08:00:00	736121.333333	0	0	525719	207214	311673	459563	523868	534903	399013	393664	14229	24998	0	0
2016-06-06 09:00:00	736121.375	0	0	607404	207235	359128	507977	589537	602184	520494	517248	12233	28211	0	0
2016-06-06 10:00:00	736121.416667	0	0	514009	207257	395014	464010	525487	536562	549044	557883	17610	27392	0	0
2016-06-06 11:00:00	736121.458333	0	0	537074	207278	416887	454410	507954	518599	552829	552448	20942	28186	0	0
2016-06-06 12:00:00	736121.5	0	0	540557	207300	423257	456778	512668	523428	530546	526196	23909	32651	0	0
2016-06-06 13:00:00	736121.541667	0	0	519359	207321	413691	443689	502793	513311	532330	518446	18320	35572	0	0
2016-06-06 14:00:00	736121.583333	0	0	520797	207343	388844	457698	512281	523032	526904	519923	12941	36387	0	0
2016-06-06 15:00:00	736121.625	0	0	527085	207365	350410	451052	508500	519158	522413	518500	7225	35311	0	0
2016-06-06 16:00:00	736121.666667	0	0	454372	207386	301010	403138	432913	441716	500751	494635	10677	33516	0	0
2016-06-06 17:00:00	736121.708333	0	0	361743	207408	244012	340224	359568	366571	447733	442481	11097	31206	0	0
2016-06-06 18:00:00	736121.75	0	0	156464	207429	183301	189916	174255	176709	324193	328332	17224	27979	0	0
2016-06-06 19:00:00	736121.791667	0	0	113836	207451	123017	157226	122936	124131	210681	222470	16418	22816	0	0
2016-06-06 20:00:00	736121.833333	0	0	71145	207473	67269	121999	77549	77630	113815	126156	16701	15072	0	0
2016-06-06 21:00:00	736121.875	0	0	47085	207494	19858	103312	55553	55094	77355	85618	10300	10677	0	0
2016-06-06 22:00:00	736121.916667	0	0	28756	207516	-15983	86446	33844	32852	48995	55192	7841	9586	0	0
2016-06-06 23:00:00	736121.958333	0	0	17518	207537	-37811	74128	21066	19761	31119	35902	6555	9692	0	0
2016-06-07 00:00:00	736122.0	0	0	13230	207559	10800	41854	16835	15426	19834	22679	3649	7033	0	0
2016-06-07 01:00:00	736122.041667	0	0	8091	207581	20409	35980	9618	8032	12946	14406	2220	6868	0	0
2016-06-07 02:00:00	736122.083333	0	0	7802	207602	45300	35506	8775	7168	9707	10208	1616	6534	0	0
2016-06-07 03:00:00	736122.125	0	0	8771	207624	83779	41719	15841	14407	8221	9869	4010	10185	0	0
2016-06-07 04:00:00	736122.166667	0	0	22026	207645	133223	55939	32129	31095	12866	17556	7563	15536	0	0
2016-06-07 05:00:00	736122.208333	0	0	64875	207667	190265	87958	68352	68207	31890	37903	7909	18201	0	0
2016-06-07 06:00:00	736122.25	0	0	237406	207688	251020	217699	219927	223502	108102	107601	11972	21011	0	0
2016-06-07 07:00:00	736122.291667	0	0	375532	207710	311349	353893	374178	381539	225937	224416	10966	27759	0	0
2016-06-07 08:00:00	736122.333333	0	0	473387	207732	367141	434436	462148	471668	362108	358903	10778	34631	0	0
2016-06-07 09:00:00	736122.375	0	0	536379	207753	414596	482849	526012	537100	461766	463435	4447	40321	0	0
2016-06-07 10:00:00	736122.416667	0	0	489798	207775	450482	438883	480471	490441	499854	499736	1394	43243	0	0
2016-06-07 11:00:00	736122.458333	0	0	470503	207796	472354	429282	461551	471057	498893	499532	787	46135	0	0
2016-06-07 12:00:00	736122.5	0	0	469793	207818	478724	431651	456162	465536	476698	475678	3069	51149	0	0
2016-06-07 13:00:00	736122.541667	0	0	457523	207840	469159	418561	436892	445793	465939	460795	8832	53779	0	0
2016-06-07 14:00:00	736122.583333	0	0	486792	207861	444312	432570	457247	466647	471369	459325	16756	56620	0	0
2016-06-07 15:00:00	736122.625	0	0	483335	207883	405878	425925	449071	458270	475883	456903	24204	59477	0	0
2016-06-07 16:00:00	736122.666667	0	0	433465	207904	356478	378010	397460	405393	467864	443436	30183	60910	0	0
2016-06-07 17:00:00	736122.708333	0	0	356372	207926	299480	315097	326275	332461	424390	398708	31527	57861	0	0
2016-06-07 18:00:00	736122.75	0	0	152077	207948	238769	164789	140759	142391	313971	293415	26959	46220	0	0
2016-06-07 19:00:00	736122.791667	0	0	103104	207969	178485	132099	115197	116202	203851	197018	20458	33200	0	0
2016-06-07 20:00:00	736122.833333	0	0	67615	207991	122737	96871	73836	73826	107598	110806	12327	18637	0	0
2016-06-07 21:00:00	736122.875	0	0	46061	208012	75326	78185	51622	51066	72260	80364	10843	11870	0	0
2016-06-07 22:00:00	736122.916667	0	0	28363	208034	39484	61318	31310	30256	47346	51716	5796	9023	0	0
2016-06-07 23:00:00	736122.958333	0	0	15207	208056	17656	49000	19230	17879	29877	33067	4229	7681	0	0
2016-06-08 00:00:00	736123.0	0	0	14536	208077	38442	55658	17110	15707	19368	21280	2459	7474	0	0
